msa,name,name_norm,tier,entity_type,ls_subcategory,city,state,zip,source_form_d,source_sbir,source_nih,source_tto,form_d_filings,sbir_awards,sbir_total_usd,nih_grants,nih_total_usd,year_incorp,industry,tagline,tto_source_name,cik,uei,duns,website,employees,sbir_first_year,sbir_last_year,tto_location,url
atlanta,"APELIOTUS TECHNOLOGIES, INC.",apeliotus technologies,grant_only_company,startup,unknown,ATLANTA,GA,30306 3240,False,True,False,False,0.0,5.0,1090657.0,0.0,0.0,,,,,,DD9JNFB8AW88,143313430,,,2005,2009,,
atlanta,"APK ADVANCED MEDICAL TECHNOLOGIES, INC.",apk advanced medical technologies,grant_only_company,startup,unknown,ATLANTA,GA,30318-0532,False,True,False,False,0.0,2.0,2714186.0,0.0,0.0,,,,,,,078416248,,,2013,2014,,
atlanta,APOTHEOSYS,apotheosys,grant_only_company,startup,unknown,Tucker,GA,30084,False,True,False,False,0.0,1.0,69841.0,0.0,0.0,,,,,,,,,,1999,1999,,
atlanta,"APOTHYM TECHNOLOGIES GROUP, LLC",apothym technologies,grant_only_company,startup,unknown,PEACHTREE CORNERS,GA,30092-3311,False,True,False,False,0.0,6.0,4687875.48,0.0,0.0,,,,,,LVYMSHMJV7Y7,,https://atg.space/,16,2023,2025,,
atlanta,ARES IMMUNOTHERAPY INC.,ares immunotherapy,grant_only_company,startup,biotech,CARTERSVILLE,GA,30121-3200,False,True,True,False,0.0,1.0,369916.0,1.0,369916.0,,,,,,,117531416,http://aresimmunotherapy.com/,1,2021,2021,,
atlanta,"ARTIMATIC TECHNOLOGIES, INC.",artimatic technologies,grant_only_company,startup,unknown,TUCKER,GA,,False,True,False,False,0.0,1.0,275000.0,0.0,0.0,,,,,,FB8PPCZVCXA8,,,0,2024,2024,,
atlanta,ATLANTA ANALYTICS LLC,atlanta analytics,grant_only_company,startup,unknown,ATLANTA,GA,30306-2234,False,True,False,False,0.0,1.0,268580.0,0.0,0.0,,,,,,NHUXQKUEQMR8,,,1,2023,2023,,
atlanta,"ATLANTIC PHARMACEUTICALS, INC.",atlantic pharmaceuticals,grant_only_company,startup,pharma,DULUTH,GA,30097 4329,False,True,False,False,0.0,2.0,198462.0,0.0,0.0,,,,,,,193233017,,,2007,2007,,
atlanta,"AUDIOT, INC.",audiot,grant_only_company,startup,unknown,Atlanta,GA,30318-5602,False,True,False,False,0.0,1.0,274763.0,0.0,0.0,,,,,,L95GKN1HMNK3,117167198,Https://Www.audiot.ai,2,2024,2024,,
atlanta,"AURAZYME PHARMACEUTICALS, INC.",aurazyme pharmaceuticals,grant_only_company,startup,pharma,MARIETTA,GA,30067,False,True,False,False,0.0,2.0,460983.0,0.0,0.0,,,,,,,,,,2002,2003,,
atlanta,"AXONA, INC.",axona,grant_only_company,startup,unknown,ATLANTA,GA,30308,False,True,False,False,0.0,1.0,187907.0,0.0,0.0,,,,,,,199114583,,,2007,2007,,
atlanta,"Abj Integration Technologies,",abj integration technologies,grant_only_company,startup,unknown,Atlanta,GA,30350,False,True,False,False,0.0,0.0,225351.0,0.0,0.0,,,,,,,,,2,1993,1997,,
atlanta,Accelereyes LLC,accelereyes,grant_only_company,startup,unknown,Atlanta,GA,30305-1512,False,True,False,False,0.0,8.0,5328836.0,0.0,0.0,,,,,,DPKMLZM47HL8,827568226,https://arrayfire.com,10,2010,2018,,
atlanta,Accuhealth Technologies,accuhealth technologies,grant_only_company,startup,unknown,Atlanta,GA,30327,False,True,True,False,0.0,2.0,2324871.0,3.0,2324871.0,,,,,,R329HZ5JM4K8,078671388,,6,2021,2022,,
atlanta,"Adaptronics, Inc.",adaptronics,grant_only_company,startup,unknown,Marietta,GA,30062,False,True,False,False,0.0,0.0,136210.0,0.0,0.0,,,,,,,,,4,1994,1995,,
atlanta,Adeptdc Co.,adeptdc,grant_only_company,startup,unknown,Atlanta,GA,30318-5713,False,True,False,False,0.0,1.0,150000.0,0.0,0.0,,,,,,,079601400,,1,2015,2015,,
atlanta,Advanced Engineered,advanced engineered,grant_only_company,startup,unknown,Marietta,GA,30062,False,True,False,False,0.0,0.0,70000.0,0.0,0.0,,,,,,,,,,1995,1995,,
atlanta,"Aeris Water Technologies, LLC",aeris water technologies,grant_only_company,startup,unknown,Atlanta,GA,30309,False,True,False,False,0.0,1.0,304996.0,0.0,0.0,,,,,,H5HTLMLUBGG1,119172725,https://aeriswatertech.com,2,2025,2025,,
atlanta,"Aerotonomy, Incorporated",aerotonomy,grant_only_company,startup,unknown,LITHIA SPRINGS,GA,30122 1546,False,True,False,False,0.0,14.0,4386157.0,0.0,0.0,,,,,,,170566918,,9,2005,2010,,
atlanta,Altea Therapeutics Corporation,altea therapeutics,grant_only_company,startup,pharma,Tucker,GA,30084,False,True,False,False,0.0,4.0,1577173.0,0.0,0.0,,,,,,,,,,2000,2005,,
atlanta,American Combustion Inc,american combustion,grant_only_company,startup,unknown,Norcross,GA,30071,False,True,False,False,0.0,0.0,100000.0,0.0,0.0,,,,,,,,,,1987,1988,,
atlanta,American Software Safety Reliability Ltd.Co,american software safety reliability,grant_only_company,startup,digital_health,Atlanta,GA,30338-7723,False,True,False,False,0.0,1.0,150000.0,0.0,0.0,,,,,,,079824577,www.assrc.us,10,2016,2016,,
atlanta,"Annoviant, Inc.",annoviant,grant_only_company,startup,unknown,Alpharetta,GA,30022-6137,False,True,True,False,0.0,4.0,4656269.0,6.0,4341363.0,,,,,,D9WMZ24BAKL5,081242296,,2,2019,2024,,
atlanta,Antech Inc.,antech,grant_only_company,startup,unknown,Roswell,GA,30075,False,True,False,False,0.0,0.0,166025.0,0.0,0.0,,,,,,,,,5,1987,1991,,
atlanta,"Applied Ceramics, Inc.",applied ceramics,grant_only_company,startup,unknown,Atlanta,GA,30340,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,,,,2000,2000,,
atlanta,"Apyron Technologies, Inc.",apyron technologies,grant_only_company,startup,unknown,Atlanta,GA,30340,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,,,,2001,2001,,
atlanta,Aqua Resources Corporation,aqua resources,grant_only_company,startup,unknown,Woodstock,GA,-,False,True,False,False,0.0,2.0,2410736.0,0.0,0.0,,,,,,G7JPBQ289T34,023541209,,1,2010,2012,,
atlanta,"Area I, Inc.",area i,grant_only_company,startup,unknown,MARIETTA,GA,30066-5806,False,True,False,False,0.0,18.0,10174621.0,0.0,0.0,,,,,,QRCBC4P1JAB5,829299747,https://www.areai.com,100,2009,2018,,
atlanta,"Argos Intelligence, LLC",argos intelligence,grant_only_company,startup,unknown,Atlanta,GA,30328-5788,False,True,False,False,0.0,7.0,2734978.1,0.0,0.0,,,,,,S3STKZEN4MN1,827943692,,3,2009,2017,,
atlanta,Artificial Intelligence,artificial intelligence,grant_only_company,startup,unknown,Decatur,GA,30030,False,True,False,False,0.0,0.0,379187.0,0.0,0.0,,,,,,,,,,1987,1994,,
atlanta,Askari Murtaza,askari murtaza,grant_only_company,startup,unknown,Atlanta,GA,30327-1044,False,True,False,False,0.0,1.0,150000.0,0.0,0.0,,,,,,,111111111,,4,2012,2012,,
atlanta,Astleford Inc.,astleford,grant_only_company,startup,unknown,Stone Mountain,GA,30087,False,True,False,False,0.0,0.0,45775.0,0.0,0.0,,,,,,,,,,1993,1993,,
atlanta,"Atheraxon, Inc.",atheraxon,grant_only_company,startup,unknown,Atlanta,GA,30340-4612,False,True,False,False,0.0,2.0,1224996.0,0.0,0.0,,,,,,D2TPU8AQJ6Y5,081243877,,3,2019,2020,,
atlanta,Atlan-tech Inc,atlan tech,grant_only_company,startup,unknown,Roswell,GA,30076,False,True,False,False,0.0,0.0,596266.0,0.0,0.0,,,,,,,,,6,1983,1986,,
atlanta,Atlanta Signal Processors Inc.,atlanta signal processors,grant_only_company,startup,unknown,Atlanta,GA,30308,False,True,False,False,0.0,0.0,348912.0,0.0,0.0,,,,,,,,,,1993,1995,,
atlanta,"Atomic-6, Inc.",atomic 6,grant_only_company,startup,unknown,MARIETTA,GA,30067-9218,False,True,False,False,0.0,13.0,7852729.0,0.0,0.0,,,,,,KD21DRRKP1W3,117258896,https://www.atomic-6.com/,13,2021,2024,,
atlanta,Autodesk Inc.,autodesk,grant_only_company,startup,unknown,Atlanta,GA,30338,False,True,False,False,0.0,0.0,525000.0,0.0,0.0,,,,,,,,,,1986,1988,,
atlanta,Automation Concepts & Sys Inc,automation concepts sys,grant_only_company,startup,unknown,Smyrna,GA,30080,False,True,False,False,0.0,0.0,49995.0,0.0,0.0,,,,,,,,,,1991,1991,,
atlanta,"Axion Biosystems, Inc.",axion biosystems,grant_only_company,startup,unknown,Atlanta,GA,30309-1855,False,True,False,True,0.0,8.0,10706223.0,0.0,0.0,,,,gatech_known,,XCMKL76UJL15,802587035,,,2008,2018,,
atlanta,"Azomai Systems, Inc.",azomai systems,grant_only_company,startup,unknown,Atlanta,GA,30307,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,,,3,2004,2004,,
atlanta,BEHAVIORAL SCIENCE TECHNOLOGIES LLC,behavioral science technologies,grant_only_company,startup,unknown,ATLANTA,GA,30306-2608,False,True,False,False,0.0,2.0,1142789.0,0.0,0.0,,,,,,NTF9Z3Y1SQQ1,079151186,,2,2016,2017,,
atlanta,"BINERGY SCIENTIFIC, INC.",binergy scientific,grant_only_company,startup,unknown,ATLANTA,GA,30342-3843,False,True,False,False,0.0,13.0,10843075.0,0.0,0.0,,,,,,KLK5ZWJKYH73,078282228,http://www.binergyscientific.com,12,2014,2024,,
atlanta,"BIOCURE, INC.",biocure,grant_only_company,startup,unknown,NORCROSS,GA,30071,False,True,False,False,0.0,1.0,199889.0,0.0,0.0,,,,,,,,http://,0,2009,2009,,
atlanta,"BIOTECHNICAL COMMUNICATIONS, INC.",biotechnical communications,grant_only_company,startup,biotech,ATLANTA,GA,30328-,False,True,False,False,0.0,9.0,5337374.0,0.0,0.0,,,,,,V9JHE2Z4BAR7,877988022,,,1993,2011,,
atlanta,BLIND TIGER COMMUNICATIONS ,blind tiger communications,grant_only_company,startup,unknown,BLAIRSVILLE,GA,30512-1982,False,True,False,False,0.0,1.0,74983.0,0.0,0.0,,,,,,ML5DMK7AJNT4,074580285,http://www.blindtigercom.com,2,2019,2019,,
atlanta,BLOOMALO LLC,bloomalo,grant_only_company,startup,unknown,ATLANTA,GA,30342-1430,False,True,False,False,0.0,1.0,256000.0,0.0,0.0,,,,,,Z9E2V16911T3,117924374,,4,2022,2022,,
atlanta,BOXLOCK INC,boxlock,grant_only_company,startup,unknown,ATLANTA,GA,30316-1137,False,True,False,False,0.0,1.0,49817.0,0.0,0.0,,,,,,LL91NLYHY1U5,081032159,https://getboxlock.com,14,2021,2021,,
atlanta,BT POST,bt post,grant_only_company,startup,unknown,ATLANTA,GA,30307-2557,False,True,False,False,0.0,1.0,99999.0,0.0,0.0,,,,,,,006806032,,1,2010,2010,,
atlanta,"Baker Street Scientific, INC",baker street scientific,grant_only_company,startup,unknown,Rome,GA,30161-3075,False,True,False,False,0.0,2.0,189144.0,0.0,0.0,,,,,,KMNKNLL31J63,079536548,http://www.bakersci.com,20,2019,2021,,
atlanta,Big Nerd Ranch LLC ,big nerd ranch,grant_only_company,startup,unknown,Atlanta,GA,30307-2299,False,True,False,False,0.0,2.0,243582.0,0.0,0.0,,,,,,N4TCPMS6XZ45,078734319,https://www.bignerdranch.com,97,2016,2019,,
atlanta,Biofield Corpon,biofield corpon,grant_only_company,startup,unknown,Conyers,GA,30208,False,True,False,False,0.0,0.0,50000.0,0.0,0.0,,,,,,,,,,1992,1992,,
atlanta,Biomedical Design Inc.,biomedical design,grant_only_company,startup,unknown,Atlanta,GA,30318,False,True,False,False,0.0,0.0,594162.0,0.0,0.0,,,,,,,,,,1989,1994,,
atlanta,Bionic Sciences Inc.,bionic sciences,grant_only_company,startup,unknown,Atlanta,GA,30316,False,True,False,False,0.0,4.0,1219393.0,0.0,0.0,,,,,,,078532671,,4,2013,2018,,
atlanta,"Blink Astro, LLC",blink astro,grant_only_company,startup,unknown,Atlanta,GA,30338-7710,False,True,False,False,0.0,1.0,124968.0,0.0,0.0,,,,,,ZL72UQHGPM59,080082313,www.blinkastro.com,6,2018,2018,,
atlanta,Blockalytics LLC,blockalytics,grant_only_company,startup,unknown,MARIETTA,GA,30062-4857,False,True,False,False,0.0,1.0,255837.0,0.0,0.0,,,,,,MXJRNUF7KL28,117722352,https://blockalytics.io,2,2022,2022,,
atlanta,Bomar Associates Inc.,bomar associates,grant_only_company,startup,unknown,Marietta,GA,30067,False,True,False,False,0.0,0.0,345986.0,0.0,0.0,,,,,,,,,,1989,1990,,
atlanta,Bpw Incorporated,bpw,grant_only_company,startup,unknown,Dahlonega,GA,30533 0524,False,True,False,False,0.0,2.0,1442540.0,0.0,0.0,,,,,,,,,,1998,2002,,
atlanta,Bravo17 LLC,bravo17,grant_only_company,startup,unknown,ALPHARETTA,GA,30009,False,True,False,False,0.0,1.0,1249999.0,0.0,0.0,,,,,,VZ5CMUBK8UV4,,www.bravo17digital.com,11,2024,2024,,
atlanta,"CAMERAD TECHNOLOGIES, LLC",camerad technologies,grant_only_company,startup,unknown,DECATUR,GA,30033-2616,False,True,False,False,0.0,3.0,1199864.0,0.0,0.0,,,,,,GE7MEN1LVLR9,080197426,,3,2017,2019,,
atlanta,"CAMotion, Inc.",camotion,grant_only_company,startup,unknown,Atlanta,GA,30318-6923,False,True,False,False,0.0,1.0,69919.0,0.0,0.0,,,,,,,080147635,,14,2010,2010,,
atlanta,CARBICE CORPORATION,carbice,grant_only_company,startup,unknown,ATLANTA,GA,30310-2634,False,True,False,False,0.0,2.0,896288.0,0.0,0.0,,,,,,SSAHL2VNMYL7,013306425,,2,2016,2017,,
atlanta,CARDIOVASCULAR SPECIALTY LABORATORIES,cardiovascular specialty laboratories,grant_only_company,startup,unknown,ATLANTA,GA,30340 3702,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,065070760,,,2009,2009,,
atlanta,"CCVD, Inc dba MicroCoating Technologies (MCT)",ccvd dba microcoating technologies mct,grant_only_company,startup,chemistry,Atlanta,GA,30341,False,True,False,False,0.0,16.0,9013933.0,0.0,0.0,,,,,,,,,57,1994,2004,,
atlanta,"CELLACURE, LLC",cellacure,grant_only_company,startup,unknown,ATLANTA,GA,30326-1562,False,True,False,False,0.0,1.0,174924.0,0.0,0.0,,,,,,U68TTUHLVUJ8,081368064,,1,2024,2024,,
atlanta,"CEM TECHNOLOGIES, INC.",cem technologies,grant_only_company,startup,unknown,Atlanta,GA,30329 3835,False,True,False,False,0.0,3.0,929995.0,0.0,0.0,,,,,,,143675028,,6,2005,2007,,
atlanta,"CERMET, INC.",cermet,grant_only_company,startup,unknown,Atlanta,GA,30318,False,True,False,False,0.0,28.0,8318649.0,0.0,0.0,,,,,,,826426025,,12,1997,2010,,
atlanta,CHARMED TECHNOLOGY,charmed technology,grant_only_company,startup,unknown,ATLANTA,GA,30360,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,,,,2003,2003,,
atlanta,"CHEMILY, LLC",chemily,grant_only_company,startup,unknown,ATLANTA,GA,30303-2921,False,True,True,False,0.0,6.0,3205020.0,3.0,974739.0,,,,,,JJW4GNPDZCW4,078537251,,5,2013,2023,,
atlanta,"CINLANIAN BIOTECHNOLOGY, INC.",cinlanian biotechnology,grant_only_company,startup,biotech,ATLANTA,GA,30341-,False,True,False,False,0.0,1.0,212188.0,0.0,0.0,,,,,,,965940815,,0,2012,2012,,
atlanta,"COMPASS TECHNOLOGY GROUP, LLC",compass technology,grant_only_company,startup,unknown,ALPHARETTA,GA,30005-8859,False,True,False,False,0.0,25.0,23066478.490000002,0.0,0.0,,,,,,C1NAM2AGK7M5,968612858,http://www.compasstech.com,36,2012,2026,,
atlanta,"CONSERVOCARE, LLC",conservocare,grant_only_company,startup,unknown,ATLANTA,GA,30309-2673,False,True,False,False,0.0,1.0,125374.0,0.0,0.0,,,,,,,962121757,,0,2012,2012,,
atlanta,CORAMI LLC,corami,grant_only_company,startup,unknown,ATLANTA,GA,30318-5455,False,True,False,False,0.0,1.0,231713.0,0.0,0.0,,,,,,MPTDCNARA8B6,080322958,,1,2019,2019,,
atlanta,COSMIC SHIELDING CORPORATION,cosmic shielding,grant_only_company,startup,unknown,ATLANTA,GA,30312-1257,False,True,False,False,0.0,4.0,3924211.0,0.0,0.0,,,,,,V6E2L2PASYD5,117821881,https://cosmicshielding.com/,6,2022,2025,,
atlanta,"CTEN GLOBAL STRATEGIES, LLC",cten global strategies,grant_only_company,startup,unknown,ALPHARETTA,GA,30022-5129,False,True,False,False,0.0,1.0,124403.0,0.0,0.0,,,,,,C64AJD9V8DL7,058187018,https://www.ctenglobal.com,2,2020,2020,,
atlanta,CUSTOM BIOMETRIC WEARABLES INC,custom biometric wearables,grant_only_company,startup,medtech,ATLANTA,GA,30309-1173,False,True,False,False,0.0,2.0,2046904.9100000001,0.0,0.0,,,,,,JUMJJQ43BNY8,117526117,http://www.awarecbw.com,13,2023,2023,,
atlanta,"CYKE, INC.",cyke,grant_only_company,startup,unknown,ATLANTA,GA,30338 5436,False,True,False,False,0.0,7.0,2776216.0,0.0,0.0,,,,,,,840147701,,,2000,2007,,
atlanta,Cadetron Inc.,cadetron,grant_only_company,startup,unknown,Atlanta,GA,30338,False,True,False,False,0.0,0.0,519000.0,0.0,0.0,,,,,,,,,,1985,1986,,
atlanta,Cambium Medical Technologies LLC,cambium medical technologies,grant_only_company,startup,unknown,Atlanta,GA,30319-4569,False,True,False,False,0.0,1.0,149265.0,0.0,0.0,,,,,,DT7QJN63U7E5,079180750,,5,2015,2015,,
atlanta,Cambium Oncology LLC,cambium oncology,grant_only_company,startup,biotech,Atlanta,GA,30306-3602,False,True,True,False,0.0,3.0,1805827.0,3.0,1805827.0,,,,,,FD2YFTNRQMK8,116764675,Https://www.cambiumoncology.com,3,2024,2025,,
atlanta,"Caps Logistics, Inc.",caps logistics,grant_only_company,startup,unknown,Atlanta,GA,30339,False,True,False,False,0.0,0.0,849136.0,0.0,0.0,,,,,,,,,45,1985,1994,,
atlanta,Care Solutions Inc.,care solutions,grant_only_company,startup,unknown,Atlanta,GA,30328,False,True,False,False,0.0,0.0,144455.0,0.0,0.0,,,,,,,,,,1992,1993,,
atlanta,Ccw Technology Group Inc.,ccw technology,grant_only_company,startup,unknown,Atlanta,GA,30340,False,True,False,False,0.0,0.0,55000.0,0.0,0.0,,,,,,,,,,1994,1994,,
atlanta,Cell Separation Technologies,cell separation technologies,grant_only_company,startup,biotech,Tucker,GA,30084 0502,False,True,False,False,0.0,0.0,100000.0,0.0,0.0,,,,,,,,,,2000,2000,,
atlanta,Chembind LLC,chembind,grant_only_company,startup,unknown,Atlanta,GA,30303-2921,False,True,True,False,0.0,1.0,290986.0,1.0,290986.0,,,,,,FEU1DYRVD8X4,081031828,https://www.chembind.com,5,2024,2024,,
atlanta,"Circular Solutions, Inc.",circular solutions,grant_only_company,startup,unknown,Stone Mountain,GA,30083,False,True,False,False,0.0,0.0,849838.0,0.0,0.0,,,,,,,,,,1998,1999,,
atlanta,Cloud Mustang Corporation,cloud mustang,grant_only_company,startup,unknown,Dahlonega,GA,30533-8780,False,True,False,False,0.0,1.0,340740.0,0.0,0.0,,,,,,C53BDEN3GHW7,080339279,,2,2019,2019,,
atlanta,"Cobalt Blue, Inc.",cobalt blue,grant_only_company,startup,unknown,Roswell,GA,30076,False,True,False,False,0.0,0.0,63681.0,0.0,0.0,,,,,,,,,4,1996,1996,,
atlanta,Colography Group Inc.,colography,grant_only_company,startup,unknown,Marietta,GA,30068,False,True,False,False,0.0,0.0,599866.0,0.0,0.0,,,,,,,,,,1994,1995,,
atlanta,"Command Control, Inc.",command control,grant_only_company,startup,unknown,Atlanta,GA,30350,False,True,False,False,0.0,0.0,1757365.0,0.0,0.0,,,,,,,,,,1984,1993,,
atlanta,Compost Wizard,compost wizard,grant_only_company,startup,unknown,Locust Grove,GA,30248,False,True,False,False,0.0,2.0,352846.0,0.0,0.0,,,,,,,,,,2005,2006,,
atlanta,"CompuTaught, Inc.",computaught,grant_only_company,startup,unknown,Marietta,GA,30067,False,True,False,False,0.0,0.0,50000.0,0.0,0.0,,,,,,,,,,1997,1997,,
atlanta,Consulting Aviation Services,consulting aviation services,grant_only_company,startup,services,Kennesaw,GA,30152,False,True,False,False,0.0,0.0,69778.0,0.0,0.0,,,,,,,,,3,1996,1996,,
atlanta,Continental Systems Technology,continental systems technology,grant_only_company,startup,unknown,Marietta,GA,30067,False,True,False,False,0.0,0.0,158560.0,0.0,0.0,,,,,,,,,,1989,1991,,
atlanta,Control One LLC,control one,grant_only_company,startup,unknown,ATLANTA,GA,30338-2734,False,True,False,False,0.0,1.0,149959.0,0.0,0.0,,,,,,C3N8CJRDHDZ8,078409314,,3,2019,2019,,
atlanta,Corpium Industries Inc.,corpium industries,grant_only_company,startup,unknown,Atlanta,GA,30318,False,True,False,False,0.0,0.0,549917.0,0.0,0.0,,,,,,,,,,1987,1988,,
atlanta,"Corrdesa, LLC",corrdesa,grant_only_company,startup,unknown,Tyrone,GA,30290-2948,False,True,False,False,0.0,17.0,12642133.09,0.0,0.0,,,,,,LAN1GKRJFQE5,969331193,https://www.corrdesa.com,8,2012,2024,,
atlanta,Covenant Aquaculture Corp,covenant aquaculture,grant_only_company,startup,unknown,Atlanta,GA,30319,False,True,False,False,0.0,0.0,40000.0,0.0,0.0,,,,,,,,,,1987,1987,,
atlanta,"DATALASE, INC.",datalase,grant_only_company,startup,unknown,Norcross,GA,30092 0092,False,True,False,False,0.0,1.0,79951.0,0.0,0.0,,,,,,,623954778,,5,2008,2008,,
atlanta,"DD Therapeutics, LLC",dd therapeutics,grant_only_company,startup,pharma,Atlanta,GA,30341-4115,False,True,False,False,0.0,1.0,149903.0,0.0,0.0,,,,,,,080577721,,3,2018,2018,,
atlanta,"DELTA SIGMA, LLC",delta sigma,grant_only_company,startup,unknown,KENNESAW,GA,30144-3613,False,True,False,False,0.0,3.0,3249128.0,0.0,0.0,,,,,,NKTCLPTNULM8,947116547,http://www.deltasigmacompany.com,23,2020,2023,,
atlanta,"DIFFERENCE A2C, LLC, THE",difference a2c,grant_only_company,startup,unknown,Atlanta,GA,30312-2001,False,True,False,False,0.0,2.0,1998847.2,0.0,0.0,,,,,,VVPEKW5QJ1N5,013750347,https://www.thedifferenceconsulting.com,26,2019,2022,,
atlanta,DIGI-CLONE LTD,digi clone,grant_only_company,startup,unknown,Duluth,GA,30096,False,True,False,False,0.0,1.0,304888.0,0.0,0.0,,,,,,GYJ3HBNGQG46,,https://ww.digi-clone.com/,2,2025,2025,,
atlanta,"DIRECT MEASUREMENTS, INC.",direct measurements,grant_only_company,startup,unknown,Atlanta,GA,30319 2539,False,True,False,False,0.0,2.0,899503.0,0.0,0.0,,,,,,,610348596,,4,2006,2008,,
