msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
atlanta,2020q3,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-20-000006
atlanta,2020q3,Other Health Care,CRYOLIFE INC,0000784199,1655 ROBERTS BOULEVARD N W,kennesaw,GA,30144,Corporation,FLORIDA,0000784199-20-000188
philadelphia,2020q3,Other Health Care,"Reciprocity Health, Inc.",0001808242,406 HILLSIDE ROAD,wilmington,DE,19807,Corporation,DELAWARE,0001808242-20-000003
baltimore,2020q3,Other Health Care,"CoapTech, Inc.",0001823195,8 MARKET PLACE,baltimore,MD,21202,Corporation,DELAWARE,0001823195-20-000001
philadelphia,2020q3,Biotechnology,"MBF Therapeutics, Inc.",0001458729,640 WOODBROOK DRIVE,ambler,PA,19002,Corporation,DELAWARE,0001458729-20-000001
dallas,2020q3,Other Health Care,"Physicians Integrated Network, LP",0001723003,17300 N. DALLAS PARKWAY,dallas,TX,75248,Limited Partnership,TEXAS,0001010549-20-000198
philadelphia,2020q3,Biotechnology,Prelude Therapeutics Inc,0001678660,200 Powder Mill Road,wilmington,DE,19803,Corporation,DELAWARE,0001678660-20-000001
baltimore,2020q3,Biotechnology,"Longeviti Neuro Solutions, LLC",0001781151,"303 INTERNATIONAL CIRCLE, SUITE 190",hunt valley,MD,21030,Limited Liability Company,MARYLAND,0001781151-20-000001
atlanta,2020q3,Biotechnology,"Guide Therapeutics, Inc.",0001769132,1860 MONTREAL ROAD,tucker,GA,30084,Corporation,DELAWARE,0001769132-20-000004
philadelphia,2020q3,Biotechnology,"NEXGEL, INC.",0001468929,2150 CABOT BOULEVARD WEST,langhorne,PA,19067,Corporation,DELAWARE,0001104659-20-097558
atlanta,2020q3,Biotechnology,"SANUWAVE Health, Inc.",0001417663,3360 MARTIN FARM RD,suwanee,GA,30024,Corporation,NEVADA,0001417663-20-000001
atlanta,2020q3,Other Health Care,STRATACA GROUP,0001653180,145 TRIPLE CROWN COURT,milton,GA,30004,Limited Liability Company,CAYMAN ISLANDS,0001653180-20-000004
dallas,2020q3,Biotechnology,"Taysha Gene Therapies, Inc.",0001806310,7318 MORTON STREET,dallas,TX,75209,Corporation,DELAWARE,0001806310-20-000002
baltimore,2020q3,Biotechnology,"ELIXIRGEN THERAPEUTICS, INC.",0001744333,855 N. WOLFE ST.,baltimore,MD,21205,Corporation,DELAWARE,0001744333-20-000001
atlanta,2020q3,Biotechnology,Antios Therapeutics Inc.,0001760428,575 Pharr Road NE,atlanta,GA,30355,Corporation,DELAWARE,0001760428-20-000002
philadelphia,2020q3,Biotechnology,"MOBILION SYSTEMS, INC.",0001773510,4 HILLMAN DRIVE,chadds ford,PA,19317,Corporation,DELAWARE,0001773510-20-000002
pittsburgh,2020q3,Other Health Care,"SpIntellx, Inc.",0001751925,2425 SIDNEY ST,pittsburgh,PA,15203,Corporation,DELAWARE,0001751925-20-000001
atlanta,2020q3,Biotechnology,"RCE Technologies, Inc.",0001791860,980 WALTHER BLVD. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-20-000004
philadelphia,2020q3,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-20-000005
dallas,2020q3,Other Health Care,"Ulster Dialysis Partners, LLC",0001820906,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001820906-20-000001
dallas,2020q3,Other Health Care,"USRC Houston Newco Home, LLC",0001820904,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001820904-20-000001
dallas,2020q3,Other Health Care,"USRC McKinney, LLC",0001820901,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001820901-20-000001
dallas,2020q3,Other Health Care,"USRC Garland, LLC",0001820899,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001820899-20-000001
philadelphia,2020q3,Other Health Care,"Akers Biosciences, Inc.",0001321834,201 GROVE ROAD,thorofare,NJ,08086,Corporation,NEW JERSEY,0001493152-20-015232
atlanta,2020q3,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-20-000005
atlanta,2020q3,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-20-000004
dallas,2020q3,Biotechnology,"Instil Bio, Inc.",0001789769,5949 SHERRY LANE,dallas,TX,75225,Corporation,DELAWARE,0001789769-20-000003
dallas,2020q3,Biotechnology,"Instil Bio, Inc.",0001789769,5949 SHERRY LANE,dallas,TX,75225,Corporation,DELAWARE,0001789769-20-000002
dallas,2020q3,Biotechnology,"Instil Bio, Inc.",0001789769,5949 SHERRY LANE,dallas,TX,75225,Corporation,DELAWARE,0001789769-20-000001
philadelphia,2020q3,Other Health Care,Get Stix Inc.,0001819507,2400 MARKET STREET STE 200 FITLER CLUB,philadelphia,PA,19103,Corporation,DELAWARE,0001819507-20-000001
philadelphia,2020q3,Other Health Care,"Group K Diagnostics, Inc.",0001752046,1015 Chestnut Street,philadelphia,PA,19107,Corporation,DELAWARE,0001015325-20-000022
philadelphia,2020q3,Biotechnology,"Imvax, Inc.",0001708970,"601 WALNUT STREET, SUITE 440",philadelphia,PA,19106,Corporation,DELAWARE,0001708970-20-000001
philadelphia,2020q3,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-20-000004
atlanta,2020q3,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-20-000003
dallas,2020q3,Other Health Care,USRC Dialysis at Home West LLC,0001818889,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,TEXAS,0001818889-20-000001
dallas,2020q3,Other Health Care,"Mountain Health Technologies, Inc.",0001818919,"1910 PACIFIC AVE, #20000",dallas,TX,75201,Corporation,DELAWARE,0001818919-20-000001
philadelphia,2020q3,Other Health Care,NewIV Medical Corp,0001818322,196 WEST ASHLAND STREET,doylestown,PA,18901,Corporation,DELAWARE,0001818322-20-000002
dallas,2020q3,Other Health Care,"Nanoscope Therapeutics, Inc.",0001818399,1312 BROWN TRAIL,bedford,TX,76022,Corporation,DELAWARE,0001818399-20-000002
dallas,2020q3,Other Health Care,"Legacy Trail Surgery Center, LLC",0001724688,7211 Preston road,plano,TX,75024,Limited Liability Company,TEXAS,0001567619-20-013492
philadelphia,2020q3,Other Health Care,"HealthVerity, Inc.",0001671703,1818 MARKET STREET,philadelphia,PA,19103,Corporation,DELAWARE,0001671703-20-000002
philadelphia,2020q3,Other Health Care,NewIV Medical Corp,0001818322,196 WEST ASHLAND STREET,doylestown,PA,18901,Corporation,DELAWARE,0001818322-20-000001
dallas,2020q3,Pharmaceuticals,"Renibus Therapeutics, Inc.",0001667699,181 Grand Avenue,southlake,TX,76092,Corporation,DELAWARE,0001667699-20-000001
pittsburgh,2020q3,Pharmaceuticals,"Creegh Pharmaceuticals, Inc.",0001817450,5801 WILKINS AVENUE,pittsburgh,PA,15217,Corporation,PENNSYLVANIA,0001817450-20-000001
philadelphia,2020q3,Other Health Care,"ORtelligence, Inc.",0001764929,7 ELSTONE DRIVE,glen mills,PA,19342,Corporation,DELAWARE,0001764929-20-000004
dallas,2020q3,Other Health Care,"ECPH, LLC",0001702434,3889 MAPLE AVENUE,dallas,TX,75219,Limited Liability Company,DELAWARE,0001702434-20-000003
philadelphia,2020q3,Other Health Care,"Emergent Medical Foods, Inc.",0001782308,20138 VALLEY FORGE CIRCLE,king of prussia,PA,19406,Corporation,WYOMING,0001553350-20-000602
pittsburgh,2020q3,Biotechnology,Carmell Therapeutics Corp,0001517941,"2403 Sidney Street, Suite 300",pittsburgh,PA,15203,Corporation,DELAWARE,0001517941-20-000001
philadelphia,2020q3,Biotechnology,CARISMA Therapeutics Inc.,0001708649,3675 MARKET STREET,philadelphia,PA,19104,Corporation,DELAWARE,0001708649-20-000001
atlanta,2020q3,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-20-000002
pittsburgh,2020q3,Biotechnology,Knopp Biosciences LLC,0001497598,2100 WHARTON STREET,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-20-000643
dallas,2020q3,Other Health Care,"New Waters Recovery North Carolina Fund, LP",0001815716,7951 Collin McKinney Parkway,mckinney,TX,75070,Limited Partnership,TEXAS,0001654954-20-007377
dallas,2020q3,Other Health Care,"iDocsWeb, LLC",0001603672,5700 Granite Park,plano,TX,75024,Limited Liability Company,MISSOURI,0001654954-20-007366
philadelphia,2020q3,Biotechnology,Halodine LLC,0001815843,1121 N. BETHLEHEM PIKE,spring house,PA,19477,Limited Liability Company,DELAWARE,0001445866-20-000953
dallas,2020q4,Other Health Care,"ECPH, LLC",0001702434,3889 MAPLE AVENUE,dallas,TX,75219,Limited Liability Company,DELAWARE,0001702434-20-000004
pittsburgh,2020q4,Biotechnology,"Peptilogics, Inc.",0001663983,3710 FORBES AVENUE,pittsburgh,PA,15123,Corporation,DELAWARE,0001663983-20-000002
dallas,2020q4,Other Health Care,"Physicians Integrated Network, LP",0001723003,17300 DALLAS PARKWAY,dallas,TX,75248,Limited Partnership,TEXAS,0001723003-20-000002
dallas,2020q4,Biotechnology,"Dialectic Therapeutics, Inc.",0001750926,12200 N STEMMONS FREEWAY,dallas,TX,75234,Corporation,DELAWARE,0001750926-20-000004
philadelphia,2020q4,Other Health Care,Chimeron Bio Corp,0001837360,3675 MARKET ST,philadelphia,PA,19104,Corporation,DELAWARE,0001837360-20-000001
pittsburgh,2020q4,Biotechnology,LyGenesis Inc.,0001739872,2730 Sidney Street,pittsburgh,PA,15203,Corporation,DE,0000898432-20-001038
pittsburgh,2020q4,Pharmaceuticals,"Coeptis Pharmaceuticals, Inc.",0001760174,105 BRADFORD ROAD,wexford,PA,15090,Corporation,DELAWARE,0001760174-20-000001
baltimore,2020q4,Other Health Care,"Novel Microdevices, LLC",0001837242,701 E PRATT STREET,baltimore,MD,21202,Limited Liability Company,MARYLAND,0001837242-20-000001
dallas,2020q4,Other Health Care,Genesis Alternative Finance Holdings LLC,0001836203,100 CRESCENT COURT,dallas,TX,75201,Limited Liability Company,TEXAS,0001836203-20-000002
dallas,2020q4,Pharmaceuticals,"ACTUATE THERAPEUTICS, INC.",0001652935,1751 RIVER RUN,fort worth,TX,76107,Corporation,DELAWARE,0001652935-20-000002
philadelphia,2020q4,Other Health Care,"Genomind, Inc.",0001604902,"2200 Renaissance Boulevard, Suite 100",king of prussia,PA,19406-2755,Corporation,DELAWARE,0001567619-20-020791
atlanta,2020q4,Biotechnology,"RCE Technologies, Inc.",0001791860,980 WALTHER BLVD. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-20-000006
philadelphia,2020q4,Other Health Care,"Waypoint Orthopedics, Inc.",0001828399,300 APPLEBROOK DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001828399-20-000001
atlanta,2020q4,Biotechnology,TendoNova Corp,0001774275,3050 BUSINESS PARK DR.,norcross,GA,30071,Corporation,DELAWARE,0001774275-20-000007
dallas,2020q4,Biotechnology,"CIRC Biosciences, Inc.",0001834514,6417 JOYCE WAY,dallas,TX,75225,Corporation,DELAWARE,0001834514-20-000001
pittsburgh,2020q4,Other Health Care,"Forest Devices, Inc.",0001647635,544 MILTENBERGER ST.,pittsburgh,PA,15219,Corporation,DELAWARE,0001647635-20-000003
dallas,2020q4,Other Health Care,"USRC Ogden, LLC",0001827750,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001827750-20-000001
atlanta,2020q4,Biotechnology,"RCE Technologies, Inc.",0001791860,980 Walther Blvd. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-20-000005
philadelphia,2020q4,Other Health Care,"Akers Biosciences, Inc.",0001321834,201 GROVE ROAD,thorofare,NJ,08086,Corporation,NEW JERSEY,0001493152-20-022415
philadelphia,2020q4,Other Health Care,CollectiveCare Dental LLC,0001832993,505 S. LENOLA RD.,moorestown,NJ,08057,Limited Liability Company,PENNSYLVANIA,0001832993-20-000001
philadelphia,2020q4,Biotechnology,"GENEOS Therapeutics, Inc.",0001769177,660 WEST GERMANTOWN PIKE,plymouth meeting,PA,19462,Corporation,DELAWARE,0001769177-20-000003
dallas,2020q4,Other Health Care,"Wilson Creek Surgical Center, LLC",0001831348,8855 SYNERGY DRIVE,mckinney,TX,75070,Limited Liability Company,TEXAS,0001831348-20-000001
pittsburgh,2020q4,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-20-000004
philadelphia,2020q4,Other Health Care,"Transparent Health Marketplace, Inc.",0001683294,460 E Swedesford Road,wayne,PA,19087,Corporation,DELAWARE,0001683294-20-000001
philadelphia,2020q4,Other Health Care,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853,642 NEWTOWN YARDLEY ROAD,newtown,PA,18940,Corporation,DELAWARE,0001596771-20-000115
dallas,2020q4,Other Health Care,"Park Hill Surgery Center, LLC",0001793287,"3455 LOCKE AVENUE, SUITE 100",fort worth,TX,76107,Limited Liability Company,TEXAS,0001793287-20-000001
philadelphia,2020q4,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-20-000008
pittsburgh,2020q4,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC,0001347242,7800 SUSQUEHANNA STREET,pittsburgh,PA,15208,Corporation,DELAWARE,0001347242-20-000004
philadelphia,2020q4,Other Health Care,EDS Holdco LLC,0001830828,200 WELSH ROAD,horsham,PA,19044,Limited Liability Company,DELAWARE,0001830828-20-000001
dallas,2020q4,Other Health Care,"USRC Powder Springs Holdings, LLC",0001830687,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001830687-20-000001
atlanta,2020q4,Other Health Care,StartBox LLC,0001682043,1954 Airport Road,atlanta,GA,30341,Limited Liability Company,GEORGIA,0001682043-20-000006
pittsburgh,2020q4,Other Health Care,"Forest Devices, Inc.",0001647635,544 MILTENBERGER ST.,pittsburgh,PA,15219,Corporation,DELAWARE,0001647635-20-000002
pittsburgh,2020q4,Other Health Care,"Forest Devices, Inc.",0001647635,544 MILTENBERGER ST.,pittsburgh,PA,15219,Corporation,DELAWARE,0001647635-20-000001
dallas,2020q4,Other Health Care,ResponseCO II LLC,0001829707,15770 N DALLAS PARKWAY,dallas,TX,75248,Limited Liability Company,TEXAS,0001829707-20-000001
pittsburgh,2020q4,Biotechnology,Knopp Biosciences LLC,0001497598,"2100 WHARTON STREET, SUITE 615",pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-20-000831
dallas,2020q4,Other Health Care,Ideal Implant Inc,0001360739,14881 Quorum Drive,dallas,TX,75254,Corporation,TEXAS,0001360739-20-000002
atlanta,2020q4,Other Health Care,"BLA Technology, LLC",0001522591,940 REGENCY CREST DRIVE,atlanta,GA,30331,Limited Liability Company,GEORGIA,0001522591-20-000002
dallas,2020q4,Other Health Care,"USRC Bluebonnet, LLC",0001829253,5851 Legacy Circle,plano,TX,75024,Limited Liability Company,DELAWARE,0001829253-20-000001
dallas,2020q4,Other Health Care,"USRC Bluebonnet Home, LLC",0001829256,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001829256-20-000001
dallas,2020q4,Biotechnology,"OncoNano Medicine, Inc.",0001735726,"181 Grand Avenue, Suite 225",southlake,TX,76092,Corporation,DELAWARE,0001735726-20-000001
dallas,2020q4,Other Health Care,"Physicians Integrated Network, LP",0001723003,17300 DALLAS PARKWAY,dallas,TX,75248,Limited Partnership,TEXAS,0001723003-20-000001
philadelphia,2020q4,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-20-000007
pittsburgh,2020q4,Other Health Care,"Union Orthotics & Prosthetics Co., LLC",0001828949,3424 LIBERTY AVENUE,pittsburgh,PA,15201,Limited Liability Company,DELAWARE,0001828949-20-000001
dallas,2020q4,Other Health Care,"ZipRad, Inc.",0001652573,7750 N. MACARTHUR,irving,TX,75063,Corporation,TEXAS,0001652573-20-000003
dallas,2020q4,Other Health Care,"USRC Eastern Iowa, LLC",0001827856,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,IOWA,0001827856-20-000001
philadelphia,2020q4,Biotechnology,"Palladio Biosciences, Inc.",0001827356,"5 WALNUT GROVE DRIVE, SUITE 120",horsham,PA,19044,Corporation,DELAWARE,0001827356-20-000001
baltimore,2020q4,Biotechnology,CoolTech,0001654194,40 EAST CROSS ST.,baltimore,MD,21230,Limited Liability Company,MARYLAND,0001654194-20-000002
dallas,2020q4,Biotechnology,"Dialectic Therapeutics, Inc.",0001750926,12200 N Stemmons Freeway,dallas,TX,75234,Corporation,DELAWARE,0001750926-20-000003
pittsburgh,2020q4,Other Health Care,Lumis Corp.,0001827002,"4551 FORBES AVENUE, STE 315",pittsburgh,PA,15213,Corporation,DELAWARE,0001827002-20-000001
philadelphia,2020q4,Other Health Care,"Tabula Rasa HealthCare, Inc.",0001651561,"228 Strawbridge Drive, Suite 100",moorestown,NJ,08057,Corporation,DELAWARE,0001104659-20-112176
pittsburgh,2020q4,Biotechnology,"Noveome Biotherapeutics, Inc.",0001478304,100 TECHNOLOGY DRIVE,pittsburgh,PA,15219,Corporation,DELAWARE,0001478304-20-000001
atlanta,2021q1,Other Health Care,Modify Health LLC,0001744101,190 BLUEGRASS VALLEY PARKWAY,alpharetta,GA,30005,Limited Liability Company,DELAWARE,0001744101-21-000001
dallas,2021q1,Other Health Care,"Solutions for Otolaryngology, L.L.C.",0001853629,5957 DAVENHILL DRIVE,plano,TX,75093,Limited Liability Company,TEXAS,0001853629-21-000001
dallas,2021q1,Biotechnology,"Vaxxinity, Inc.",0001851657,1717 MAIN STREET,dallas,TX,75201,Corporation,DELAWARE,0001851657-21-000003
dallas,2021q1,Other Health Care,INDEPENDENCE HOLDCO LP,0001840575,539 W. COMMERCE STREET,dallas,TX,75208,Limited Partnership,DELAWARE,0001840575-21-000002
dallas,2021q1,Biotechnology,"Nacuity Pharmaceuticals, Inc.",0001690279,FORT WORTH CLUB BLDG.,fort worth,TX,76102,Corporation,DELAWARE,0001690279-21-000003
philadelphia,2021q1,Other Health Care,"Reciprocity Health, Inc.",0001808242,406 HILLSIDE ROAD,wilmington,DE,19807,Corporation,DELAWARE,0001808242-21-000001
dallas,2021q1,Biotechnology,"OncoNano Medicine, Inc.",0001735726,181 Grand Avenue,southlake,TX,76092,Corporation,DELAWARE,0001735726-21-000001
atlanta,2021q1,Biotechnology,BrainTrust BIO Inc.,0001844575,1447 PEACHTREE ST. NE,atlanta,GA,30309,Corporation,DELAWARE,0001844575-21-000001
atlanta,2021q1,Biotechnology,"Artificial Intelligence Medical Services, Inc.",0001846100,1605 LOCKRIDGE DRIVE,cumming,GA,30041,Corporation,DELAWARE,0001846100-21-000002
philadelphia,2021q1,Other Health Care,Pression LLC,0001853095,120 PARTRIDGE WAY,landenberg,PA,19350,Limited Liability Company,PENNSYLVANIA,0001853095-21-000001
dallas,2021q1,Biotechnology,TPEG NANO QP INVESTORS LLC,0001853083,925 S KIMBALL AVE,southlake,TX,76092,Limited Liability Company,TEXAS,0001853083-21-000001
pittsburgh,2021q1,Pharmaceuticals,"VININGS HOLDINGS, INC.",0001819663,"105 BRADFORD ROAD, SUITE 420",wexford,PA,15090,Corporation,DELAWARE,0001683168-21-001035
philadelphia,2021q1,Biotechnology,"NEXGEL, INC.",0001468929,2150 CABOT BOULEVARD WEST,langhorne,PA,19067,Corporation,DELAWARE,0001104659-21-040320
philadelphia,2021q1,Biotechnology,"NEXGEL, INC.",0001468929,2150 CABOT BOULEVARD WEST,langhorne,PA,19067,Corporation,DELAWARE,0001104659-21-040319
philadelphia,2021q1,Biotechnology,"Durin Technologies, Inc.",0001797306,107 GILBRETH PARKWAY,mullica hill,NJ,08062,Corporation,NEW JERSEY,0001797306-21-000001
atlanta,2021q1,Other Health Care,"Freedom Pharmacy Operations, LLC",0001839907,"2870 Peachtree Road, Suite 856",atlanta,GA,30305,Limited Liability Company,GEORGIA,0001839907-21-000002
pittsburgh,2021q1,Other Health Care,"Forest Devices, Inc.",0001647635,544 MILTENBERGER ST.,pittsburgh,PA,15219,Corporation,DELAWARE,0001647635-21-000001
philadelphia,2021q1,Other Health Care,"Code Biotherapeutics, Inc.",0001852269,2801 STERLING DRIVE,hatfield,PA,19440,Corporation,DELAWARE,0001192482-21-000263
dallas,2021q1,Other Health Care,"USRC New Milford, LLC",0001851095,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001851095-21-000001
philadelphia,2021q1,Other Health Care,"Chronic Care Management, Inc.",0001722987,282 CHESTER AVENUE,moorestown,NJ,08057,Corporation,DELAWARE,0001722987-21-000002
dallas,2021q1,Biotechnology,"Vaxxinity, Inc.",0001851657,1717 MAIN STREET,dallas,TX,75201,Corporation,DELAWARE,0001851657-21-000002
philadelphia,2021q1,Other Health Care,"Century Therapeutics, Inc.",0001850119,3675 Market Street,philadelphia,PA,19104,Corporation,DELAWARE,0001850119-21-000001
atlanta,2021q1,Biotechnology,"Artificial Intelligence Medical Services, Inc.",0001846100,1605 LOCKRIDGE DRIVE,cumming,GA,30041,Corporation,DELAWARE,0001846100-21-000001
philadelphia,2021q1,Pharmaceuticals,"IVIEW Therapeutics, Inc.",0001848749,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,DELAWARE,0001848749-21-000001
philadelphia,2021q1,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000004
atlanta,2021q1,Other Health Care,"Petriss, LLC",0001812411,505 COMMERCE PARK DRIVE,marietta,GA,30067,Limited Liability Company,GEORGIA,0001812411-21-000001
dallas,2021q1,Other Health Care,"KWIVIK THERAPEUTICS, INC.",0001849370,207 KING RD STE 203,frisco,TX,75036,Corporation,DELAWARE,0001213900-21-013911
atlanta,2021q1,Other Health Care,"Georgia Medicinal Partners, LLC",0001844797,2300 HOLCOMB BRIDGE ROAD,roswell,GA,30076,Limited Liability Company,GEORGIA,0001844797-21-000001
baltimore,2021q1,Biotechnology,"Diagnostic Biochips, Inc.",0001592600,802 Cromwell Park Drive,glen burnie,MD,21061,Corporation,DELAWARE,0001592600-21-000002
atlanta,2021q1,Other Health Care,"Focused Cryo, Inc",0001835523,2025 BARRETT LAKES BLVD NW #2307,kennesaw,GA,30144,Corporation,GEORGIA,0001835523-21-000001
baltimore,2021q1,Biotechnology,"Irazu Bio, LLC",0001848193,801 W. BALTIMORE STREET,baltimore,MD,21202,Limited Liability Company,MARYLAND,0001848193-21-000001
pittsburgh,2021q1,Pharmaceuticals,"VININGS HOLDINGS, INC.",0001819663,"105 BRADFORD ROAD, SUITE 420",wexford,PA,15090,Corporation,DELAWARE,0001683168-21-000713
baltimore,2021q1,Other Health Care,"Novel Microdevices, Inc.",0001837242,701 E PRATT STREET,baltimore,MD,21202,Limited Liability Company,MARYLAND,0001847719-21-000004
atlanta,2021q1,Biotechnology,"GeoVax Labs, Inc.",0000832489,1900 LAKE PARK DRIVE,smyrna,GA,30080,Corporation,DELAWARE,0000832489-21-000001
baltimore,2021q1,Other Health Care,"Novel Microdevices, Inc.",0001837242,701 E PRATT STREET,baltimore,MD,21202,Corporation,MARYLAND,0001847719-21-000003
philadelphia,2021q1,Other Health Care,"Tandigm Physician Services, LLC",0001846471,412 CREAMERY WAY,exton,PA,19341,Limited Liability Company,DELAWARE,0001846471-21-000001
philadelphia,2021q1,Biotechnology,"Ribogenics, Inc.",0001846802,C/O SGRV P.C. 1635 MARKET STREET,philadelphia,PA,19103,Corporation,DELAWARE,0001846802-21-000001
philadelphia,2021q1,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000003
atlanta,2021q1,Biotechnology,"OXOS MEDICAL, INC.",0001694304,1230 PEACHTREE STREET NE,atlanta,GA,30309,Corporation,DELAWARE,0001847322-21-000002
atlanta,2021q1,Biotechnology,"OXOS Series #6 Holdings, LLC",0001847322,1230 PEACHTREE STREET NE,atlanta,GA,30309,Limited Liability Company,GEORGIA,0001847322-21-000001
philadelphia,2021q1,Pharmaceuticals,"NEUROPATHIX, INC.",0001615999,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,DELAWARE,0001607062-21-000036
philadelphia,2021q1,Other Health Care,"Cosmos Pharmaceuticals, LLC",0001845816,537 WHEELMEN STREET,middletown,DE,19709,Limited Liability Company,DELAWARE,0001567619-21-004653
baltimore,2021q1,Biotechnology,Personal Genome Diagnostics Inc.,0001530958,2809 BOSTON STREET,baltimore,MD,21224,Corporation,DELAWARE,0001530958-21-000001
philadelphia,2021q1,Pharmaceuticals,"NephroDI Therapeutics, Inc.",0001840655,"1606 CHESTNUT STREET, UNIT 3",philadelphia,PA,19103,Corporation,DELAWARE,0001840655-21-000001
dallas,2021q1,Biotechnology,"Instil Bio, Inc.",0001789769,"3963 Maple Avenue, Suite 350",dallas,TX,75219,Corporation,DELAWARE,0001789769-21-000001
pittsburgh,2021q1,Other Health Care,"Gus Gear, LLC",0001847024,3803 BUTLER ST.,pittsburgh,PA,15201,Limited Liability Company,PENNSYLVANIA,0001847024-21-000001
dallas,2021q1,Other Health Care,"Heart Test Laboratories, Inc.",0001468492,"550 RESERVE ST, SUITE 360",southlake,TX,76092,Corporation,TEXAS,0001468492-21-000003
baltimore,2021q1,Pharmaceuticals,"Processa Pharmaceuticals, Inc.",0001533743,7380 COCA COLA DRIVE,hanover,MD,21076,Corporation,DELAWARE,0000897069-21-000105
dallas,2021q1,Biotechnology,TPEG NUCLEIN QP INVESTORS LLC,0001844529,925 S KIMBALL AVE,southlake,TX,76092,Limited Liability Company,TEXAS,0001844587-21-000002
dallas,2021q1,Biotechnology,TPEG NUCLEIN INVESTORS LLC,0001844587,925 S KIMBALL AVE,southlake,TX,76092,Limited Liability Company,TEXAS,0001844587-21-000001
baltimore,2021q1,Biotechnology,"ELIXIRGEN THERAPEUTICS, INC.",0001744333,"855 N. Wolfe Street, Suite 624",baltimore,MD,21205,Corporation,DELAWARE,0001744333-21-000003
philadelphia,2021q1,Pharmaceuticals,"Sarkana Pharma, Inc.",0001845313,"1000 N. WEST ST., SUITE 1200",wilmington,DE,19801,Corporation,DELAWARE,0001845313-21-000001
philadelphia,2021q1,Pharmaceuticals,"ImmunoRx Pharma, Inc.",0001845314,"1000 N. WEST ST., SUITE 1200",wilmington,DE,19801,Corporation,DELAWARE,0001845314-21-000001
dallas,2021q1,Other Health Care,"USRC Lenox Avenue, LLC",0001845925,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001845925-21-000001
dallas,2021q1,Other Health Care,"USRC Compton, LLC",0001846022,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001846022-21-000001
